URL_ID,URL,positive_score,negative_score,Polarity score,Subjectivity score,Average_sentence_length,complex word count,Fog_index,avg_words_per_sentence,percentage of complex words,word count,total_syllables,Personal_pronouns,average_word_length
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,,,,,,,,,,,,,
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,1163.0,1344.0,-0.07219784600231438,3.3205297969264507,9.096385542168674,431.0,3.8668985877283966,8.433734939759036,0.5708609271523178,4411.0,1417.0,1.0,5.611920529801324
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,2051.0,2124.0,-0.017485029935931727,4.217171712911948,11.511627906976743,730.0,4.8996006577401925,10.965116279069768,0.7373737373737373,7016.0,2177.0,0.0,6.6
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,1253.0,1410.0,-0.05895606456667065,3.5085638952456337,8.074468085106384,503.0,3.4948728730412366,7.404255319148936,0.6627140974967062,4855.0,1530.0,0.0,6.022397891963109
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,169.0,293.0,-0.2683982678173198,0.4920127790287404,10.793103448275861,621.0,4.581778120524402,10.425287356321839,0.6613418530351438,6015.0,1891.0,1.0,6.11395101171459
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,1987.0,2090.0,-0.025263674264100155,6.00441825330719,11.508474576271187,441.0,4.863183644941465,10.932203389830509,0.6494845360824743,4222.0,1337.0,1.0,5.88659793814433
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,1541.0,1753.0,-0.06435944138908335,7.787234024143655,8.8125,270.0,3.7803191489361705,8.0625,0.6382978723404256,2589.0,821.0,0.0,5.794326241134752
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,,,,,
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,1658.0,1830.0,-0.049311926591366996,9.227513203101816,9.947368421052632,246.0,4.239264828738513,9.263157894736842,0.6507936507936508,2312.0,690.0,0.0,5.751322751322752
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,2322.0,2472.0,-0.031289111382709824,4.249999996232269,12.96551724137931,770.0,5.459256541941794,12.344827586206897,0.6826241134751773,7417.0,2324.0,0.0,6.11790780141844
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,1082.0,1218.0,-0.059130434756899816,1.9150707727601408,11.77450980392157,746.0,4.958263538554473,10.990196078431373,0.6211490424646128,6884.0,2281.0,1.0,5.447127393838468
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,301.0,427.0,-0.17307692283918005,1.1080669693941143,11.135593220338983,507.0,4.762913087222351,10.661016949152541,0.771689497716895,4936.0,1503.0,0.0,6.951293759512938
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,2560.0,2809.0,-0.04637735145345923,7.324693032299191,8.329545454545455,457.0,3.581204266402084,7.75,0.6234652114597544,4404.0,1417.0,0.0,5.748976807639837
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,1004.0,1107.0,-0.04879204166329131,2.911724133914863,9.0625,537.0,3.9212758620689656,9.2125,0.7406896551724138,5213.0,1591.0,12.0,6.722758620689655
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,1943.0,2068.0,-0.031164298172235278,4.774999994315476,9.882352941176471,563.0,4.221036414565827,9.623529411764705,0.6702380952380952,5528.0,1734.0,0.0,6.264285714285714
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,2475.0,2749.0,-0.052450229698994974,17.589225530002608,12.91304347826087,221.0,5.462860488947445,12.391304347826088,0.7441077441077442,2155.0,663.0,0.0,6.774410774410774
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,1461.0,1704.0,-0.0767772511605759,4.288617880367727,73.8,540.0,29.812682926829268,73.1,0.7317073170731707,5475.0,1546.0,0.0,6.699186991869919
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,1520.0,1742.0,-0.0680564070913377,8.054320967767108,8.617021276595745,291.0,3.7342159180457055,8.48936170212766,0.7185185185185186,2793.0,861.0,0.0,6.48395061728395
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,455.0,630.0,-0.16129032243199046,2.58333332718254,10.24390243902439,308.0,4.390894308943089,10.292682926829269,0.7333333333333333,3045.0,952.0,1.0,6.876190476190477
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,1893.0,2049.0,-0.039573820385699184,42.847825621219286,11.5,71.0,4.908695652173914,11.875,0.7717391304347826,638.0,209.0,0.0,6.684782608695652
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,,,,,
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,1105.0,1285.0,-0.0753138074998687,3.083870963762747,13.362068965517242,548.0,5.627666295884317,12.89655172413793,0.7070967741935484,5143.0,1513.0,0.0,6.193548387096774
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,328.0,451.0,-0.15789473663941625,2.0129198914394837,11.727272727272727,242.0,4.941038289875499,11.242424242424242,0.6253229974160207,2463.0,775.0,1.0,6.0
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,2130.0,2214.0,-0.019337016570134202,4.56302520529094,8.576576576576576,611.0,3.687353319706261,7.864864864864865,0.6418067226890757,6070.0,1936.0,0.0,5.9905462184873945
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,2514.0,2752.0,-0.04519559437045279,14.155913940441092,8.266666666666667,270.0,3.5969892473118286,7.955555555555556,0.7258064516129032,2521.0,782.0,0.0,6.346774193548387
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,41.0,71.0,-0.26785714046556125,0.52336448353568,11.263157894736842,135.0,4.757599606492868,10.631578947368421,0.6308411214953271,1373.0,397.0,0.0,5.859813084112149
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,2602.0,2833.0,-0.04250229990018357,12.35227269919938,11.578947368421053,277.0,4.883397129186603,11.578947368421053,0.6295454545454545,2708.0,829.0,0.0,5.804545454545455
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,1355.0,1633.0,-0.09303882192334711,10.447552411022544,13.619047619047619,203.0,5.731535131535132,13.476190476190476,0.7097902097902098,1950.0,624.0,0.0,6.3321678321678325
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,1272.0,1452.0,-0.06607929512992684,14.724324244733383,6.379310344827586,127.0,2.826318732525629,5.689655172413793,0.6864864864864865,1246.0,399.0,0.0,6.421621621621622
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,1947.0,2068.0,-0.030136986293863764,42.712765503055685,7.833333333333333,73.0,3.443971631205674,7.083333333333333,0.776595744680851,675.0,212.0,0.0,6.648936170212766
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,1703.0,1870.0,-0.04673943463567326,8.120454526998968,7.719298245614035,268.0,3.3313556618819775,6.7368421052631575,0.6090909090909091,2424.0,779.0,0.0,5.2318181818181815
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,1039.0,1168.0,-0.05845038511171256,23.231578702825487,8.636363636363637,74.0,3.766124401913876,8.272727272727273,0.7789473684210526,601.0,182.0,0.0,5.88421052631579
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,895.0,1043.0,-0.07636738902148225,4.61428570329932,10.5,324.0,4.508571428571429,10.35,0.7714285714285715,3066.0,924.0,0.0,6.814285714285714
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1506.0,1742.0,-0.07266009849979677,44.493150075436304,6.636363636363637,50.0,2.928518057285181,6.2727272727272725,0.684931506849315,443.0,132.0,0.0,5.835616438356165
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,2380.0,2639.0,-0.0516039051501088,31.173912849851472,7.0,117.0,3.090683229813665,6.304347826086956,0.7267080745341615,1056.0,335.0,0.0,6.167701863354037
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,354.0,496.0,-0.16705882333287198,0.851703405960217,13.306666666666667,697.0,5.602025384101537,12.96,0.6983967935871743,6912.0,2150.0,0.0,6.51002004008016
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,638.0,815.0,-0.12181693040480596,1.771951217351279,11.38888888888889,560.0,4.828726287262874,11.097222222222221,0.6829268292682927,5362.0,1621.0,1.0,6.109756097560975
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,1569.0,1776.0,-0.06188340805324861,4.1245376028057485,9.541176470588235,476.0,4.051242474795097,8.811764705882354,0.5869297163995068,4623.0,1506.0,1.0,5.49691738594328
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,1725.0,1875.0,-0.041666666655092596,9.374999975585938,5.260273972602739,248.0,2.362442922374429,4.63013698630137,0.6458333333333334,2318.0,774.0,0.0,5.776041666666667
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,2237.0,2392.0,-0.03348455389209666,7.067175561729503,9.776119402985074,406.0,4.15838669249174,8.940298507462687,0.6198473282442748,3783.0,1204.0,1.0,5.517557251908397
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,1683.0,1836.0,-0.04347826085720993,16.9182691494314,12.235294117647058,125.0,5.134502262443439,11.529411764705882,0.6009615384615384,1283.0,417.0,0.0,5.793269230769231
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,1626.0,1817.0,-0.055474876545026176,3.943871702240697,11.64,617.0,4.93870332187858,11.28,0.7067583046964491,5947.0,1868.0,1.0,6.421534936998855
